SKU#,Description,Local Description,Unit,Qty From,QtyTo,Quote Price,Foc,Discount Percent,Discount Amount,TaxType,TaxRate,Vendor SKU#,Comment,,,,,
'15080015,BARRY COCOA POWDER EXTRA BRUTE 1KG.,BARRY COCOA POWDER EXTRA BRUTE 1KG.,KG,,,650.00,,,,I,7,,,,,,,
'15080019,CACAO BARRY WHITE CHOC ZEHYR 34% PISTLO 500 G.,CACAO BARRY WHITE CHOC ZEHYR 34% PISTLO 500G.,BAG,,,405.00,,,,I,7,,,,,,,
'15080039,DARK CHOCOLATE 70% COCAO BERRY 5KG.,DARK CHOCOLATE 70% COCAO BERRY 5KG.,BAG,,,3400.00,,,,I,7,,,,,,,
'15000018,TEA ENGLISH BREAKFAST TEA TWININGS 2G.(1x25/BOX.),TEA ENGLISH BREAKFAST TEA TWININGS 2G.(1x25/BOX),BOX,,,225.00,,,,I,7,,,,,,,
'14030015,WHIPPING CREAM ELL&VIRE 1L.,WHIPPING CREAM ELL&VIRE 1L.,BOX,,,310.00,,,,I,7,,,,,,,
'15090008,SALT PHUNG TIP  0.5KG.(1x6)/(106960),เกลือปรุงทิพย์  0.5 กก.(1x6)/(106960),BAG,,,10.00,,,,I,7,,,,,,,
14010025,SALTED COMPOUND BUTTER ALLOWRIE 5 KG./BOX(59644),เนยเค็มคอมพาวด์ 5 กก.ยี่ห้ออลาวรี่(59644),Box,,,940.00,,,,I,7,,,,,,,
14010012,BUTTER DAIRY 82% GREEN CORMAN 2KG.(1x5),เนยแผ่นแดรี่บัตเตอร์ 82% เขียวคอร์แมน 2 กก.(1x5),CASE,,,"7,170.00",,,,I,7,,,,,,,
'14010024,BUTTER WHITE OPCREAM 1 KG.(177832),เนยขาวโอลิมปิคครีมโอพีครีม 1 กก.(177832),BAG,,,115.00,,,,I,7,,,,,,,
'14010011,BUTTER COOKING ALLOWRIE UN-SALT 5 KG.,เนยจืดอลาวรี่ 5 กก./แท่ง,BOX,,,940.00,,,,I,7,,,,,,,
'14010009,BUTTER UNSALTED COMPOUND ALLOWRIE 5KG.(65650),เนยจืดอลาวรี่คอมพาวด์บัตเตอร์ 5กก.(65650),BOX,,,760.00,,,,I,7,,,,,,,
'15080001,BAKING SODA MCGARRETT 1KG.(830864),เบคกิ้งโซดา แม็กกาแรต 1 กก.(830864),BAG,,,90.00,,,,I,7,,,,,,,
'15080002,BAKING SODA MCGARRETT 300G.(184247),เบคกิ้งโซดา แม็กกาแรต 300ก.(184247),BAG,,,30.00,,,,I,7,,,,,,,
'15050017,FLOUR PAIN COMPLET MOUL-BIE WHOLEMEAL 25 KG.,แป้งโฮลวีทฝรั่งเศสบดละเอียด 25 กก.,SACK,,,2900.00,,,,I,7,,,,,,,
'15050026,แป้งกวนไส้ ตราดาว 500 กรัม. (847900),แป้งกวนไส้ ตราดาว 500ก.(847900),BAG,,,38.00,,,,I,7,,,,,,,
'15050003,FLOUR RICE ERAWAN 1KG.(183877),แป้งข้าวเจ้า ช้างสามเศียร 1 กก.(183877),KG,,,33.00,,,,I,7,,,,,,,
'15050022,FLOUR STICKY RICE 1KG.,แป้งข้าวเหนียว ช้างสามเศียร 1 กก.,KG,,,45.00,,,,I,7,,,,,,,
'15050004,FLOUR TAPIOCA JADE LEAF 1 KG.(170111),แป้งมันสำปะหลัง ใบหยก 1 กก.(170111),KG,,,30.00,,,,I,7,,,,,,,
'15050025,FLOUR WHOLE WHEAT IMPERIAL 1KG.(156559),แป้งสาลีโฮลวีทแบบหยาบ อิมพิเรียล 1 กก.(156559),BAG,,,100.00,,,,I,7,,,,,,,
'15050012,FLOUR CAMPAILLETTE DES CHAMPS T65 25KG.,แป้งสาลีฝรั่งเศส T65 25กก./กระสอบ,SACK,,,1800.00,,,,I,7,,,,,,,
'15050023,FLOUR WHEAT T55 (25 KG/SACK),แป้งสาลีอเนกประสงค์ T55 (25 กก/กระสอบ),SACK,,,1680.00,,,,I,7,,,,,,,
'15080068,แอมโมเนียมไบคาร์บอเนต 1 กก.,แอมโมเนียมไบคาร์บอเนต 1 กก.,KG,,,55.00,,,,I,7,,,,,,,
26010081,SYRUP BANANA FLAVOURED LONGBEACH 740 ML.,ไซรัปเข้มข้น-กลิ่นกล้วย ตราลองบีช 740 มล.,Btl,,,140,,,,I,7,,,,,,,
26010068,SYRUP CONCENTRATED-CARAMEL LONGBEAC 740 ML.(810422),ไซรัปเข้มข้น-กลิ่นคาราเมล ตราลองบีช 740 มล.(810422),Btl,,,155,,,,I,7,,,,,,,
'14030009,GLACE PICOT IMPERIAL 1KG.,กลาเซ่พีคอทเจลอิมพีเรียล 1 กก.,BAG,,,185.00,,,,I,7,,,,,,,
'15020007,DRY KIWI,กีวี่อบแห้ง,KG,,,45.00,,,,I,7,,,,,,,
'14020016,CHEESE CREAM ANCHOR 1KG.(142554),ครีมชีสแองคอร์ 1 กก.(142554),KG,,,310.00,,,,I,7,,,,,,,
'14020017,CHEESE CREAM PHILADELPHIA 2 KG. (15093),ครีมชีสฟิลาเดเฟีย 2 กก.(15093),PACK,,,790.00,,,,I,7,,,,,,,
'15000015,TEA EARL GREY BLACK TWININGS 2G. (1x25/BOX),ชาเอิร์ลเกรย์ทไวนิงส์ 2ก.(1x25/กล่อง),BOX,,,225.00,,,,I,7,,,,,,,
'15000028,TEA POWDER LOCAL 400 G. (155655),ชาตรามือฉลากแดง 400ก.(155655),BAG,,,85.00,,,,I,7,,,,,,,
'15080041,DARK CHOCOLATE COCAO BERRY 58%  5KG./BAG,ดาร์กช็อกโกแลต 58% ยี่ห้อ COCAO BERRY 5กก./ถุง,BAG,,,2400.00,,,,I,7,,,,,,,
15080040,DARK CHOCOLATE CHIPS BAKE MASTER 1KG.,ดาร์คช็อกโกแลตชิพส์ 1 กก.,KG,,,128,,,,I,7,,,,,,,
15080044,DARK CHOCOLATE STICK 400 COCAO BARRY 1.6 KG/PCS,ดาร์คช็อกโกแลตสติ๊ก 400 โกโก้แบรี่ 1.6 กก./ชิ้น,BOX,,,540.00,,,,I,7,,,,,,,
'14000001,COOKING AND BAKERIES CARNATION 450ก.(1x3)/(24388),นมข้นจืดสำหรับทำอาหารคาร์เนชั่น 450ก.(1x3)/(24388),CAN,,,29.00,,,,I,7,,,,,,,
'15120004,COCONUT CREAM A-ROI-DEE 1L.(1x2)/(171607),น้ำกะทิ อร่อยดี 1ล.(1x2)/(171607),BOX,,,69.00,,,,I,7,,,,,,,
'15090013,DONUT SUGAR (DYNASTY) 1KG.,น้ำตาลโดนัท(ไดนาสตี้) 1 กก.,KG,,,59.00,,,,I,7,,,,,,,
'15090018,ICING SUGAR LIN 900 G. (202995),น้ำตาลไอซ์ซิ่งลิน 900ก.(202995),BAG,,,45.00,,,,I,7,,,,,,,
'15090028,SUGAR SPRINKLES CIRCLE MIXED SIZE SILVER COLOR100G,น้ำตาลตกแต่งเค้ก-เม็ดสีเงินเงาคละขนาด 100ก.,PCS,,,195.00,,,,I,7,,,,,,,
'15090001,BROWN SUGAR GROUND (เฉาก๊วย) 1KG.,น้ำตาลทรายแดงละเอียดมิตรผล(เฉาก๊วย) 1 กก.,BAG,,,60.00,,,,I,7,,,,,,,
'15080049,GELATIN POWDER MCGARRETT 500G. (830863),ผงเจลาติน แม็กกาแรต 500ก.(830863),BAG,,,350.00,,,,I,7,,,,,,,
'15080028,COCOA POWDER PLEIN AROME BARRY #2 1 KG.,ผงโกโก้แบรี่ #2 1 กก.,KG,,,550.00,,,,I,7,,,,,,,
'15080009,POWDER COCOA DUTCH 380/400G.(137874),ผงโกโก้ดัทช์ 380/400ก.(137874),CAN,,,260.00,,,,I,7,,,,,,,
'15080029,COCOA POWDER TULIP 500 G. (844709),ผงโกโก้สีเข้ม ทิวลิป 500ก.(844709),BAG,,,145.00,,,,I,7,,,,,,,
'15000019,GREEN TEA MATCHA KAWAMI KOICHA 100G.,ผงชาเขียวคาวามิโคอิฉะ 100ก.,BAG,,,205.00,,,,I,7,,,,,,,
'15000023,MATCHA GREEN TEA PODER KAWAMI 100G.,ผงชาเขียวมัทฉะคาวามิ 100ก.,BAG,,,205.00,,,,I,7,,,,,,,
'15080014,BAKING POWDER BEST FOOD 1KG.(204345),ผงฟู เบสท์ฟูดส์ 1 กก.(204345),BAG,,,135.00,,,,I,7,,,,,,,
'15080010,POWDER PEARL AA MERMAID 50G.(1x2)/(859017),ผงวุ้นซองสีเขียว ตรานางเงือก 50ก.(1x2)/(859017),PCS,,,40.00,,,,I,7,,,,,,,
15080111,STRAWBERRY POWDER 100% 100G.,ผงสตรอว์เบอร์รี่ 100% 100ก.,Pack,,,195.00,,,,I,7,,,,,,,
'14030006,FILLING BLUEBERRY BESTFOOD 900G.(1x9)/(183452),ฟิลลิ่งบลูเบอรี่เบสท์ฟู๊ดส์ 900ก.(1x9)/(183452),BAG,,,45.00,,,,I,7,,,,,,,
'14030008,FILLING STRAWBERRY BESTFOOD 900G. (1x9)/(183443),ฟิลลิ่งสตรอเบอร์รี่เบสท์ฟู้ด 900ก.(1x9)(183443),BAG,,,45.00,,,,I,7,,,,,,,
'14030007,FILLING ORANGE BESTFOOD 900G. (1*9)/(195761),ฟิลลิ่งส้มเบสท์ฟู๊ดส์ 900ก.(1*9)(195761),BAG,,,45.00,,,,I,7,,,,,,,
'14030013,FILLING VANILLA FLAVOR YOU YEE 900 G. (507641),ฟีลลิ่งกลิ่นวานิลายูยี  900ก.(507641),BAG,,,35.00,,,,I,7,,,,,,,
15020005,DRY MANGO,มะม่วงอบแห้ง,KG,,,55.00,,,,I,7,,,,,,,
'14010015,MARGARINE BLUE BAND BEST FOODS 1KG.(866196),มาร์การีน-บลูแบนด์เบสฟู้ดส์ 1 กก.(866196),BAG,,,120.00,,,,I,7,,,,,,,
'14020003,CHEESE MASCARPONE TATUA 500G.(848996),มาสคาร์โพนชีสตาตัว 500ก.(848996),PACK,,,280.00,,,,I,7,,,,,,,
'15080011,VANILLA POWDER BEST ODOUR 500G.(182902),วนิลาผง เบสท์โอเดอร์ 500ก.(182902),BAG,,,190.00,,,,I,7,,,,,,,
'14030014,WHIPPING  CREAM HI-ROAD 1L.,วิปปิ้งครีมนอนแดรี่ ไฮโรด 1 ลิตร,BOX,,,175.00,,,,I,7,,,,,,,
'14030004,WHIPPING CREAM  MILLAC GOLD,วิปปิ้งครีมมิลล์แลกโก 1 ลิตร,BOX,,,160.00,,,,I,7,,,,,,,
15020016,สตรอเบอร์รี่อบแห้ง 100ก.,สตรอเบอร์รี่อบแห้ง 100ก.,BAG,,,55.00,,,,I,7,,,,,,,
15020006,DRY PINEAPPLE,สัปปะรดอบแห้ง,KG,,,45.00,,,,I,7,,,,,,,
'15080016,BREAD PROVER KS505 IMPERIAL 1KG.,สารเสริม KS505 อิมพีเรียล 1 กก.,BAG,,,155.00,,,,I,7,,,,,,,
'15080072,สารเสริม SP UFM 1 KG.,สารเสริม SP UFM 1 KG.,KG,,,190.00,,,,I,7,,,,,,,
'15080070,สารแต่งกลิ่น-กลิ่นนมเนยครีมวินเนอร์ 454ก.,สารแต่งกลิ่น-กลิ่นนมเนยครีมวินเนอร์ 454ก.,BTL,,,160.00,,,,I,7,,,,,,,
'15080051,JASMINE WINNER 2OZ.,สารแต่งกลิ่น-กลิ่นมะลิตราวินเนอร์ 2OZ.,BTL,,,25.00,,,,I,7,,,,,,,
'15080071,สารแต่งกลิ่น-กลิ่นวนิลาวินเนอร์ 454ก.,สารแต่งกลิ่น-กลิ่นวนิลาวินเนอร์ 454ก.,BTL,,,160.00,,,,I,7,,,,,,,
'15080075,สีเจลผสมอาหาร สีม่วง วินเนอร์ 30 มล.,สีเจลผสมอาหาร-สีม่วงวินเนอร์ 30 มล.,BTL,,,75.00,,,,I,7,,,,,,,
'15080034,COLOUR FOOD YELLOW  WINNER 16OZ.,สีผสมอาหาร-สีเหลืองวินเนอร์ 16OZ.,BTL,,,95.00,,,,I,7,,,,,,,
'15080033,COLOUR FOOD RED WINNER 454ML.,สีผสมอาหาร-สีแดงสดวินเนอร์  454ML.,BTL,,,95.00,,,,I,7,,,,,,,
'15080031,COLOUR FOOD ORANGE WINNER 16 OZ.,สีผสมอาหาร-สีส้มวินเนอร์ 16OZ.,BTL,,,95.00,,,,I,7,,,,,,,
'15010170,WHOLE ALMOND SEED ARO 500 G. (184330),อัลมอนด์เม็ดเอโร่ 500ก.(184330),BAG,,,200.00,,,,I,7,,,,,,,
